Piophilidae
Eudiptera
Eurychoromyia
List_of_Diptera_families
Fanniidae
Gasterophilinae
Gasterophilus
Gasterophilus_haemorrhoidalis
Gymnocheta_viridis
Gyrostigma
Heleomyzidae
Hessian_fly
Highland_midge
Hippoboscidae
Hippoboscoidea
Hypodermatinae
Larger_brachycera
Lauxanioidea
Leptarthrus_brevirostris
Leptoconops_torrens
Lesser_house_fly
List_of_Chloropidae_genera
List_of_Dolichopodidae_genera
List_of_hoverfly_species_of_Great_Britain
List_of_Limoniid_genera
List_of_obsolete_names_in_Diptera
Lonchopteridae
Lonicera_fly
Lutzomyia
Megamerinidae
Mesosmittia
Microdontinae
Micropezidae
Milichiidae
Mormotomyiidae
Muscidae
Muscinae
Muscoidea
Muscomorpha
Mydas_fly
Myolepta_potens
Nematocera
Nemestrinoidea
Nerioidea
Nycteribiidae
Nymphomyiidae
Odiniidae
Oestrinae
Oestroidea
Olive_fruit_fly
Oliveridia
Opomyzidae
Opomyzoidea
Ormia_ochracea
Orthorrhapha
Pallopteridae
Paracantha_cultaris
Paul_Allen's_flower_fly
Pegoplata
Phlebotominae
Phoridae
Ulidiidae
Pipunculidae
Platypezidae
Platypezoidea
Platystomatidae
Poecilanthrax_willistoni
Psilidae
Psychodidae
Psychodomorpha
Ptychopteridae
Ptychopteromorpha
Rat-tailed_maggot
Rhagionidae
Rhaphiomidas
Scathophagidae
Scenopinidae
Schizophora
Sciara_(fly)
Sciomyzidae
Sciomyzoidea
Sepsidae
Sophophora
Sphaeroceridae
Sphaeroceroidea
Stable_fly
Stratiomyidae
Stratiomyomorpha
Streblidae
Stylogaster
Syringogaster
Syrphoidea
Tabanomorpha
Tabanus
Tabanus_bovinus
Tachinidae
Tanyderidae
Tanypezidae
Tephritoidea
Tethinidae
Thaumaleidae
Therevidae
Tipulomorpha
Trichoceridae
Trichopoda
Uranotaenia_moultoni
Vermileonidae
Volucella_pellucens
Xylomyidae
Xylophagidae
List_of_Bactrocera_species
Bactrocera
List_of_Rhagoletis_species
Rhagoletis
Paracantha
Ceratitis
Dacinae
Tachiniscinae
Blepharoneurinae
Tephritinae
Phytalmiinae
Trypetinae
Bactrocera_correcta
Culex_tritaeniorhynchus
Adejeania
Adejeania_vexatrix
Badisis
Belgica_antarctica
Chionea
Chioneinae
Rhingia_campestris
Calliphora_vomitoria
Gobryidae
Polytene_chromosome
Dasyhelea
Haematobia_exigua
Bengalia
Midge
P_element
Chrysomya
Decapentaplegic
Shaker_(gene)
FlyBase
Paralytic_(gene)
Indy_(gene)
Krüppel
Ultrabithorax
X:A_ratio
Axarus
Anopheles_culicifacies
Hybotidae
Manx_robber_fly
Microdon
Fruitless_(gene)
Leucocytozoon
Leucocytozoon_andrewsi
Coenosia_attenuata
Calliphora_augur
Calliphora
Qiniella
Serromyia
Serromyia_femorata
Haematobia_irritans
Feltiella_acarisuga
Timeless_(gene)
Blandford_fly
Musca_autumnalis
Melangyna_viridiceps
Aphidoletes_aphidimyza
Lipoptena_cervi
Bicoid_3′-UTR_regulatory_element
Mallota
Period_(gene)
Bactrocera_dorsalis
Drosophila_X_virus
Rhagoletis_indifferens
Delia_(fly)
Asilinae
Dixidae
Poecilognathus_relativitae
Drosophila_bifurca
Flypaper
Nemestrinidae
Brennania_belkini
Brennania
Campsicnemus_mirabilis
Campsicnemus
Drosophila_lanaiensis
Edwardsina_gigantea
Edwardsina
Edwardsina_tasmaniensis
Stonemyia_volutina
Stonemyia
Drosophila_pseudoobscura
Cordylobia_anthropophaga
Rhynchosciara_americana
London_Underground_mosquito
Mef2
Stomorhina
Culicoides
Culicoidini
Tephritid_Workers_Database
Protocalliphora
Insecta_Britannica_Diptera
Lipoptena
Friedrich_Georg_Hendel
Delia_radicum
Eupeodes_americanus
Genderblind
Culicoidea
Green_bottle_fly
Artificial_fly
Sallong
Lucilia_illustris
Megaselia_scalaris
Calliphora_vicina
Cochliomyia
Chrysomya_rufifacies
Phormia_regina
Drosophila_endobranchia
White_(mutation)
Agromyza
Fannia_scalaris
Antennapedia
Rabconnectin-3A
Extramacrochaetae
Faint_little_ball
Shavenbaby
Lucilia_(fly)
Pyrgotidae
Ctenostylidae
Tabanus_nigrovittatus
Merycomyia
Apatolestes
Asaphomyia
Esenbeckia_(fly)
Cryptodacus
Blepharotes
Blepharotes_splendidissimus
Pollenia_rudis
Chrysomya_villeneuvi
Abiskomyia
Ablabesmyia
Carnus_hemapterus
Pegomya
Episyrphus_balteatus
Syritta
Tachydromia
Richardiidae
Poecilosomella_brevisecunda
Australopelopia
Arctopelopia
Arctodiamesa
Apsectrotanypus
Apometriocnemus
Apedilum
Acricotopus
Asheum
Anatopynia
Alotanypus
Baeoctenus
Boreosmittia
Trichopezinae
Orthocladiinae
Anopheles_dirus
DCrk
Myoblast_city
Opetiidae
Acartophthalmus
Simosyrphus
How_a_Mosquito_Operates
Poecilosomella_curvipes
Poecilosomella_conspicua
List_of_conopid_fly_species_of_Great_Britain
List_of_Pipunculidae_species_of_Great_Britain
Exhyalanthrax
Fly-killing_device
Fly
Housefly
Mosquito
Crataerina
Hairless
Anagnota
Basilia_(fly)
Ochthera
Tabanus_lineola
Wyeomyia_smithii
Vidalia_(fly)
Metriocnemus_knabi
Orfelia_fultoni
Max_Paul_Riedel
Psilopa
Helaeomyia_petrolei
Gabriel_Strobl
Bombylius_major
Diadocidiidae
Bactrocera_cucurbitae
Efferia_aestuans
Polycomb-group_proteins
Haemagogus
Aedes_sticticus
Corethrellidae
Corethrella
Melophagus_ovinus
Austrolfersia
Acamptocladius
Brillia
Bryophaenocladius
Clunio
Chaetocladius
Cardiocladius
Camptocladius
Corynoneura
Cricotopus
Gynocladius
Epoicocladius
Diplocladius
Lyrocladius
Polypedilum_vanderplanki
Scathophaga_stercoraria
Aedes_cinereus
Aedes_rusticus
Aedes_vexans
Anopheles_walkeri
Anopheles_crucians
Anopheles_barberi
Anopheles_earlei
Anopheles_punctipennis
Anopheles_quadrimaculatus
Culiseta
List_of_Aedes_species
Ochlerotatus_cantator
Ochlerotatus
Ochlerotatus_stimulans
Aedes_triseriatus
Blepharotes_coriarius
Leptarthrus
Exhyalanthrax_afer
Hemipenthes
Heterostylum
Toxophora
Chrysomya_albiceps
Calliphorinae
Chrysomya_bezziana
Chrysomya_megacephala
Chrysomyinae
Congo_floor_maggot
Cordylobia
Luciliinae
Cyanus
Melanodexia
Melanomyinae
Polleniinae
Cecidomyiinae
Creosote_gall_midge
Mayetiola
Lasiopteridi
Ceratopogonini
Argyra
Dolichopus
Emperoptera
Dolichopus_urbanus
Dolichopus_discifer
Symbolia
Thrypticus
Oedematopus
Drosophila_ambigua
Drosophila_helvetica
Drosophila_obscura
Drosophila_subsilvestris
Drosophila_tristis
Hirtodrosophila_confusa
Australofannia
Euryomma_(fly)
Euryomma_peregrinum
Fannia_(fly)
Fannia_pusio
Piezura
Chrysops_niger
Crataerina_pallida
Allobosca
Hippobosca_equina
Hippobosca
Hippoboscinae
Icosta
Lipoptena_depressa
Lipoptena_mazamae
Lipopteninae
Melophagus
Neolipoptena
Microlynchia
Myophthiria
Neolipoptena_ferrisi
Olfersia_(fly)
Ornithoctona
Ornithoica
Ornithomya
Ornithomyinae
Ornithophila
Ortholfersia
Phthona
Proparabosca
Pseudolynchia
Pseudolynchia_canariensis
Stilbometopa
Struthibosca
Allograpta_obliqua
Ceriana_(fly)
Ceriana_vespiformis
Cheilosia
Cheilosia_albipila
Eristalinus
Cheilosia_carbonaria
Chrysotoxum_bicinctum
Chrysotoxum_cautum
Chrysotoxum_elegans
Eristalinae
Eristalinus_aeneus
Eristalinus_quinquelineatus
Eristalinus_sepulchralis
Eristalinus_taeniops
Eristalis_arbustorum
Eristalis_horticola
Eristalis_nemorum
Eristalis_intricaria
Eristalis_jugorum
Eristalis_pertinax
Eristalis_similis
Eupeodes
Eupeodes_corollae
Eupeodes_lapponicus
Eupeodes_latifasciatus
Eupeodes_luniger
Helophilus
Helophilus_affinis
Helophilus_hybridus
Helophilus_trivittatus
Leucozona_glaucia
Merodon
Myathropa
Myathropa_florea
Platycheirus_clypeatus
Rhingia
Rhingia_rostrata
Spilomyia
Spilomyia_sayi
Syritta_pipiens
Syrphinae
Syrphus
Volucella
Syrphus_ribesii
Volucella_bombylans
Volucella_inanis
Volucella_inflata
Volucella_zonaria
Philhelius
Philhelius_pedissequus
Xylota
Xylota_segnis
Xylota_sylvarum
Helina
Coenosiinae
Limnophorini
Lophosceles
Musca_(fly)
Mesembrina_meridiana
Muscini
Phaonia
Phaonia_jaroschewskii
Phaoniini
Cephenemyiini
Chrysops_relictus
Haematopota
Hybomitra
Tabanus_autumnalis
Tabanus_bromius
Silvius_(fly)
Tabanus_cordiger
Tabanus_glaucopis
Tabanus_maculicornis
Tabanus_miki
Tabanus_spodopterus
Tabanus_sudeticus
Ormia
Phasia_hemiptera
Tachina
Tachina_grossa
Bactrocera_brunnea
Chaetorellia_acrolophi
Chaetorellia_australis
Rhagoletis_cerasi
Rhagoletis_mendax
Tephritis_formosa
Strauzia_longipennis
Psorophora_howardii
Taxonomy_of_Anopheles
New_Zealand_bat_fly
Chironomus_plumosus
Thricops_semicinereus
Urophora_cardui
Hydrellia_pakistanae
Simulium
Tabanoidea
Rhinophoridae
Scaptia_auriflua
Dioctria_atricapilla
Stratiomys_chamaeleon
Sepsis_fulgens
List_of_mosquito_genera
Celyphidae
Serpentine_leaf_miner
Conops_(subgenus)
Lucilia_silvarum
Abatetia
Sarcophaga_pernix
Sarcophaga_bullata
Lucilia_thatuna
Lucilia_cuprina
Compsomyiops_callipes
Lucilia_mexicana
Synthesiomyia_nudiseta
Calliphora_loewi
Calliphora_latifrons
Muscina
Cynomya_cadaverina
Protophormia_terraenovae
Calliphora_livida
Hydrotaea
Lucilia_coeruleiviridis
Austrosimulium
Paratrissocladius
Psychodinae
Hyleorus
Philornis_downsi
Siphunculina
Gigamyiopsis
Metopocampta
Pantophthalmidae
Phantasmiella
Parabothria
Mayetiola_hordei
Pterocerina_colorata
Platycheirus_peltatus
Adia_cinerella
Pseudomelieria_argentina
Lauterbornia
Cheilosia_variabilis
Chironominae
Polypedilum
Chaetostomella_cylindrica
Scaeva
Episyrphus
Cervicorniphora
Austrophilus
Timia_libani
Tetrapleura_(fly)
Deuterophlebia
Micronychiops
Thelairophasia
Halloween_genes
Euxesta_scoriacina
Nephrotoma_appendiculata
Culiseta_longiareolata
Chetostoma_mirabile
Ctenophora_(fly)
Tetanops
Tetanops_psammophila
List_of_Tachinidae_genera
Acrosticta_apicalis
Acrosticta_bicolor
Acrosticta_compta
Acrosticta_fiebrigi
Acrosticta_foveolata
Acrosticta_fulvipes
Acrosticta_mexicana
Acrosticta_profunda
Acrosticta_rubida
Acrosticta_ruficauda
Acrosticta_rufiventris
Acrosticta_scrobiculata
Acrosticta_tepocae
Acrosticta_wytsmani
Acrosticta
Acatochaeta
Pterocalla
Pterocalla_amazonica
Pterocalla_angustipennis
Pterocalla_bella
Pterocalla_costalis
Pterocalla_guttulata
Pterocalla_maculata
Pterocalla_nitidiventris
Pterocalla_oculata
Pterocalla_ophthalmoptera
Pterocalla_pennata
Pterocalla_pentophthalma
Pterocalla_plumitarsis
Pterocalla_proxima
Pterocalla_punctata
Pterocalla_quadrata
Pterocalla_radiata
Pterocalla_reticulata
Pterocalla_scutellata
Pterocalla_striata
Pterocalla_strigula
Pterocalla_undulata
Blepharoneura
Blepharoneura_biseriata
Aciuroides
Aciuroides_insecta
Achaete-scute_complex
Araucnephioides
Araucnephia
Cnesia
Cnephia
Gigantodax
Musca_vetustissima
Tritoxa_incurva
Herina_aartseni
Herina_ghilianii
Herina_pseudoluctuosa
Herina_rivosecchii
Herina_(fly)
Chaetopsis
Chaetopsis_aenea
Chaetopsis_angusta
Chaetopsis_apicalis
Chaetopsis_debilis
Chaetopsis_duplicata
Chaetopsis_fulvifrons
Chaetopsis_hendeli
Chaetopsis_laticauda
Chaetopsis_magna
Chaetopsis_massyla
Chaetopsis_mucronata
Chaetopsis_praeceps
Chaetopsis_quadrifasciata
Euaresta_bella
Euaresta_bellula
Euaresta_bullans
Euaresta_festiva
Euaresta_jonesi
Euaresta_meridionalis
Euaresta_philodema
Euaresta_regularis
Euaresta_reticulata
Euaresta_stelligera
Euaresta_stigmatica
Euaresta_tapetis
Euaresta_toba
Euaresta_versicolor
Euaresta
Gonomyopsis
Craticulina
Erioptera_flavata
Helina_reversio
Limnophilinae
Acrostictella
Acrostictella_parallela
Acrostictomyia
Acrostictomyia_subapicalis
Acrostictomyia_longistigma
Amethysa_basalis
Amethysa_calligyna
Amethysa_fasciata
Rhagoletis_achraspis
Rhagoletis_acuticornis
Rhagoletis_adusta
Rhagoletis_almatensis
Rhagoletis_alternata
Rhagoletis_bagheera
Rhagoletis_basiola
Rhagoletis_kurentsovi
Rhagoletis_macquartii
Rhagoletis_magniterebra
Rhagoletis_meigenii
Rhagoletis_metallica
Rhagoletis_mongolica
Rhagoletis_nicaraguensis
Rhagoletis_nova
Rhagoletis_ochraspis
Rhagoletis_osmanthi
Rhagoletis_penela
Rhagoletis_persimilis
Rhagoletis_psalida
Rhagoletis_ramosae
Rhagoletis_reducta
Rhagoletis_rhytida
Rhagoletis_ribicola
Rhagoletis_rohdendorfi
Rhagoletis_rumpomaculata
Rhagoletis_samojlovitshae
Rhagoletis_sapporensis
Rhagoletis_scutellata
Rhagoletis_solanophaga
Rhagoletis_striatella
Rhagoletis_suavis
Rhagoletis_symphoricarpi
Rhagoletis_tabellaria
Rhagoletis_tomatis
Rhagoletis_turanica
Rhagoletis_willincki
Rhagoletis_willinki
Rhagoletis_zephyria
Rhagoletis_zoqui
Chetostoma
Chetostoma_admirandum
Chetostoma_californicum
Chetostoma_completum
Chetostoma_continuans
Chetostoma_curvinerve
Chetostoma_dilutum
Chetostoma_interruptum
Chetostoma_japonicum
Chetostoma_melliculum
Chetostoma_miraculosum
Chetostoma_mundum
Chetostoma_rubidum
Chetostoma_sarolensis
Chetostoma_stackelbergi
Chetostoma_ermolenkoi
Euxesta
Euxesta_abana
Euxesta_abdominalis
Euxesta_acuta
Euxesta_acuticornis
Euxesta_albitarsis
Euxesta_alternans
Euxesta_andina
Euxesta_anna
Euxesta_annonae
Euxesta_anomalipennis
Euxesta_apicalis
Euxesta_arcuata
Euxesta_argentina
Euxesta_armaticornis
Euxesta_atlantica
Euxesta_atripes
Euxesta_australis
Euxesta_basalis
Euxesta_bicolor
Euxesta_bifasciata
Euxesta_bilimeki
Euxesta_binotata
Euxesta_brookmani
Euxesta_callona
Euxesta_cavagnaroi
Euxesta_compta
Euxesta_conserta
Euxesta_contorta
Euxesta_diaphana
Euxesta_eluta
Euxesta_fenestrata
Euxesta_fervida
Euxesta_freyi
Euxesta_fulvicornis
Euxesta_galapagensis
Euxesta_geminata
Euxesta_guianica
Euxesta_halterata
Euxesta_hendeli
Euxesta_hyalipennis
Euxesta_insolita
Euxesta_juncta
Euxesta_junctula
Euxesta_knowltoni
Euxesta_lacteipennis
Euxesta_laffooni
Euxesta_lunata
Euxesta_luteocesta
Euxesta_lutzi
Euxesta_maculata
Euxesta_major
Euxesta_minor
Euxesta_mitis
Euxesta_nesiotis
Euxesta_nigricans
Euxesta_nitidiventris
Euxesta_notata
Euxesta_pacifica
Euxesta_panamena
Euxesta_pechumani
Euxesta_penacamposi
Euxesta_phoeba
Euxesta_prima
Euxesta_propinqua
Euxesta_pruinosa
Euxesta_pulchella
Euxesta_punctipennis
Euxesta_pusio
Euxesta_quaternaria
Euxesta_remota
Euxesta_riojana
Euxesta_rubida
Euxesta_sanguinea
Euxesta_schineri
Euxesta_schnusei
Euxesta_schusteri
Euxesta_scoriacea
Euxesta_scutellaris
Euxesta_sororcula
Euxesta_spodia
Euxesta_spoliata
Euxesta_stackelbergi
Euxesta_stigma
Euxesta_stigmatias
Euxesta_tenuissima
Euxesta_thomae
Euxesta_undulata
Euxesta_wettsteini
Euxesta_willistoni
Euxesta_xeres
Amethysa
Amethysa_intermedia
Amethysa_macquarti
Melieria_acuticornis
Ortalis_aequifera
Hypochra_albipennis
Ortalis_alternatus
Otites_angustata
Ortalis_astrolabei
Automola_atomaria
Ortalis_bigotii
Ortalis_bipars
Ortalis_chalybea
Ortalis_comperei
Ortalis_complens
Ortalis_concisivitta
Ortalis_conformis
Coelopidae
Poecilosomella
Euaresta_aequalis
Procecidochares_atra
Acidia_cognata
Baryglossa_bequaerti
Urophora
Zonosemata
Zonosemata_electa
Dorycera
Dorycera_hybrida
Dorycera_brevis
Dorycera_caucasica
Dorycera_conspersa
Dorycera_graminum
Dorycera_inornata
Dorycera_judea
Dorycera_limpidipennis
Dorycera_longiceps
Dorycera_maculipennis
Dorycera_melanotica
Dorycera_nitida
Dorycera_persica
Dorycera_pictipennis
Dorycera_scalaris
Dorycera_subasiatica
Dorycera_syriaca
Dorycera_tuberculosa
Sarcophaga
Hexachaeta
Hexachaeta_abscura
Hexachaeta_amabilis
Hexachaeta_bifurcata
Hexachaeta_bondari
Hexachaeta_colombiana
Hexachaeta_cronia
Hexachaeta_dinia
Hexachaeta_ecuatoriana
Hexachaeta_enderleini
Hexachaeta_eximia
Hexachaeta_fallax
Hexachaeta_guatemalensis
Hexachaeta_homalura
Hexachaeta_isshikii
Hexachaeta_itatiaiensis
Hexachaeta_leptofasciata
Hexachaeta_major
Hexachaeta_monoctigma
Hexachaeta_monostigma
Hexachaeta_nigripes
Hexachaeta_nigriventris
Hexachaeta_oblita
Hexachaeta_obscura
Hexachaeta_parva
Hexachaeta_pulchella
Hexachaeta_rupta
Hexachaeta_seabrai
Hexachaeta_shannoni
Hexachaeta_spitzi
Hexachaeta_valida
Hexachaeta_venezuelana
Hexachaeta_zeteki
Empyelocera
Empyelocera_abstersa
Empyelocera_amoena
Empyelocera_anomala
Empyelocera_berlandi
Empyelocera_camillae
Empyelocera_dimidiata
Empyelocera_melanorrhina
Empyelocera_nasuta
Empyelocera_nigriceps
Empyelocera_nigrimana
Empyelocera_nitida
Empyelocera_xanthaspis
Empyelocera_xanthostoma
Australofannia_spiniclunis
Drosophila_suzukii
Tipula_paludosa
Sarcophaga_africa
Sarcophaga_crassipalpis
Melieria
Melieria_clara
Melieria_dolini
Melieria_felis
Melieria_imitans
Melieria_immaculata
Melieria_kaszabi
Melieria_latigenis
Melieria_limpidipennis
Melieria_mongolica
Melieria_nigritarsis
Melieria_nigritarsoides
Melieria_obscura
Melieria_obscuricorne
Melieria_occidentalis
Melieria_occulta
Melieria_pallipes
Melieria_pseudosystata
Melieria_pulicaria
Melieria_rubella
Melieria_sabuleti
Melieria_similis
Melieria_soosi
Melieria_subapennina
Melieria_theodori
Melieria_turcomanica
Chrysomyza_africana
Chrysomyza_allomma
Chrysomyza_anaglypha
Chrysomyza_azurea
Chrysomyza_chalybea
Chrysomyza_flavipes
Chrysomyza_longicornis
Chrysomyza_obscura
Chrysomyza_sericea
Chrysomyza_tarsata
Chrysomyza_violacea
Ironomyiidae
Joseph_Villeneuve_de_Janti
Nephrotoma_quadrifaria
Archilimnophila
Austrolimnophila
Tipula_vernalis
Tipula_variicornis
Tipula_unca
Tipula_subnodicornis
Tipula_stigmatella
Tipula_pustulata
Tipula_scripta
Tipula_pruinosa
Fannia_ornata
Tipula_georgiana
Fannia_lustrator
Fannia_sociella
Fannia_carbonaria
Fannia_lucidula
Fannia_lepida
Fannia_armata
Tipula_obsoleta
Tipula_nubeculosa
Tipula_oleracea
Nephrotoma_scurra
Nephrotoma_crocata
Tipulinae
Ctenophorinae
Dolichopezinae
Tanyptera
Pselliophora
Phoroctenia
Dolichopeza
Zelandotipula
Sphaerionotus
Valdiviana
Tipulodina
Ptilogyna
Prionota
Scamboneura
Ozodicera
Platyphasia
Tipula_montium
Nephrotoma
Nigrotipula
Leptotarsus
Maekistocera
Keiseromyia
Macgregoromyia
Indotipula
Hovapeza
Hovatipula
Idiotipula
Holorusia
Goniotipula
Euvaldiviana
Elnoretta
Brithura
Clytocosmus
Brachypremna
Austrotipula
Acracantha
Ischnotoma
Angarotipula
Prionocera
Cylindrotominae
Stibadocerinae
Stibadocerina
Stibadocerodes
Stibadocerella
Liogma
Phalacrocera
Triogma
Diogma
Stibadocera
Cylindrotomidae
Cylindrotoma
Tipula_lateralis
Tipula_lunata
Tipula_hortorum
Nipponomyia
Ornithodes
Nasiternella
Pedicia_rivosa
List_of_Tipula_species
Dictenidia
Dictenidia_bimaculata
Lucilia_caesar
Lucilia_bufonivora
Tipula_luna
Tipula_excisa
Tipula_fascipennis
Tipula_maxima
Tipula_flavolineata
Tipula_fulvipennis
Malaisemyia
Savchenkoiana
Heterangaeus
Pediciinae
Ulinae
Tricyphona
Dicranota
Pediciidae
Pedicia
Dactylolabis
Afrolimnophila_joana
Tipuloidea
Phaonia_consobrina
Anthomyia
Myospila
Myospila_bimaculata
Myospila_meditabunda
Muscina_levida
Muscina_stabulans
Polietina
Villeneuvia
Lispocephala_alma
Muscina_prolapsa
Lispe
Lispocephala
Lispocephala_brachialis
Helina_obscurata
Helina_maculipennis
Helina_evecta
Helina_allotalla
Helina_trivittata
Hebecnema_umbratica
Hebecnema
Mydaea_setifemur
Coenosia_sexmaculata
Hydrotaea_dentipes
Mydaea_nebulosa
Mydaea
Mydaea_ancilla
Morellia_podagrica
Morellia_aenescens
Gymnosoma_clavatum
Helosciomyzidae
Blera_eoa
Surimyia
Syrphipogon
Spheginobaccha
Schizoceratomyia
Rhopalosyrphus
Pseudomicrodon
Ptilobactrum
Rhoga
Parocyptamus
Paramixogaster
Paramicrodon
Paragodon
Omegasyrphus
Oligeriops
Nothomicrodon
Myiacerapis
Ornidia
Mixogaster
Masarygus
Megodon
Kryptopyga
Hovamicrodon
Indascia
Argentinomyia
Ubristes
Furcantenna
Chymophila
Chrysidimyia
Ceratophya
Carreramyia
Ceriomicrodon
Bardistopus
Aristosyrphus
Archimicrodon
Afromicrodon
Microdon_analis
Microdon_mutabilis
Eristalis_cryptarum
Eristalis_rupium
Eristalis_abusiva
Eumerus_ornatus
Pipizella_annulata
Pipiza_quadrimaculata
Heringia_brevidens
Triglyphus_primus
Sericomyia_chrysotoxoides
Sericomyia_silentis
Sericomyia_lappona
Caliprobola
Brachypalpus
Pocota
Brachypalpoides
Triglyphus
Sericomyia
Pipizella
Trichopsomyia
Pipiza
Heringia
Pelecocera
Chamaesyrphus
Kertesziomyia
Austalis
Temnostoma_vespiforme
Psilota
Parhelophilus
Anasimyia
Riponnensia
Neoascia
Orthonevra
Myolepta
Lejogaster
Brachyopa
Hammerschmidtia
Portevinia
Callicera
Platycheirus_tarsalis
Platycheirus_occultus
Platycheirus_granditarsus
Platycheirus_splendidus
Platycheirus_manicatus
Meligramma
Eriozona
Phaonia_lugubris
Lucilia_pilosiventris
Exoprosopa
Dipalta
Sphegina
Cyzenis
Gastrolepta
Cheilosia_pagana
Cheilosia_mutabilis
Xanthandrus_comtus
Xanthandrus
Chrysogaster
Chrysogaster_solstitialis
Chalcosyrphus
Chalcosyrphus_nemorum
Blera_fallax
Baccha_elongata
Helophilus_groenlandicus
Drosophila_meridiana
Drosophila_busckii
Hirtodrosophila
Parafacial
Tabanus_darimonti
Tabanus_eggeri
Dolichopus_ungulatus
Neomyia_viridescens
Haematobia
Neomyia_cornicina
Graphomya_eustolia
Spilogona
Spilogona_falleni
Phaonia_atriceps
Phaonia_perdita
Phaonia_palpata
Phaonia_tuguriorum
Phaonia_scutellata
Phaonia_pallida
Phaonia_subventa
Phaonia_siebecki
Phaonia_cincta
Orthonevra_nobilis
Lejops
Neoascia_podagrica
Platycheirus_albimanus
Eudasyphora_cyanicolor
Phaonia_angelicae
Azeliinae
Cyrtoneurininae
Synthesiomyia
Coenosia
Graphomya_maculata
Coenosiini
Thricops
Atherigoninae
Phaoniinae
Stomoxyini
Reinwardtiini
Azeliini
Pyrellia
Polietes
Neomyia
Mesembrina
Dasyphora
Dalmannia
Eudasyphora
Leopoldius
Zodion
Thecophora
Physocephala
Myopa
Sicus
Myopa_buccata
Conops_flavipes
Physocephala_rufipes
Conops_quadrifasciatus
Criorhina_berberina
Criorhina
Sicus_ferrugineus
Melanostoma_mellinum
Melanostoma_scalare
Melanostoma
Toxomerus_marginatus
Toxomerus
Platycheirus_scutatus
Sphaerophoria_fatarum
Allograpta
Sphaerophoria_interrupta
Sphaerophoria_scripta
Sphaerophoria
Scaeva_selenitica
Scaeva_pyrastri
Parasyrphus_punctulatus
Parasyrphus_annulatus
Meliscaeva
Melangyna_labiatarum
Leucozona_lucorum
Melangyna
Leucozona
Leucozona_laternaria
Epistrophe_eligans
Platycheirus_scambus
Didea
Didea_fasciata
Platycheirus
Parasyrphus
Meliscaeva_cinctella
Meliscaeva_auricollis
Dasysyrphus_venustus
Dasysyrphus_tricinctus
Dasysyrphus_albostriatus
Dasysyrphus
Merodon_equestris
Chrysotoxum
Cheilosia_illustrata
Sphegina_montana
Temnostoma_bombylans
Cheilosia_fasciata
Temnostoma
Pseudopachystylum
Tachina_ursina
Gymnosoma_rotundatum
Tachina_fera
Hudsonimyia
Usambaromyia
Saetheriella
Lecanipa
Boreoheptagyia
Protanypus
Protanypini
Psilometriocnemus
Podonominae
Afrozavrelia
Helopelopia
